NSE,date
7326.83,03/11/2014
7326.83,04/11/2014
7386.98,05/11/2014
7386.98,06/11/2014
7416.96,07/11/2014
7416.96,08/11/2014
7416.96,09/11/2014
7485.66,10/11/2014
7536.2,11/11/2014
7622.92,12/11/2014
7613.19,13/11/2014
7655.74,14/11/2014
7655.74,15/11/2014
7655.74,16/11/2014
7721.08,17/11/2014
7749.95,18/11/2014
7693.57,19/11/2014
7700.58,20/11/2014
7649.1,21/11/2014
7649.1,22/11/2014
7649.1,23/11/2014
7648.23,24/11/2014
7571.81,25/11/2014
7606.93,26/11/2014
7649.59,27/11/2014
7721.72,28/11/2014
7721.72,29/11/2014
7721.72,30/11/2014
7751.69,01/12/2014
7811.5,02/12/2014
7958.19,03/12/2014
7987.69,04/12/2014
7967.51,05/12/2014
7967.51,06/12/2014
7967.51,07/12/2014
7855.25,08/12/2014
7748.46,09/12/2014
7781.9,10/12/2014
7719.02,11/12/2014
7654.94,12/12/2014
7654.94,13/12/2014
7654.94,14/12/2014
7597.68,15/12/2014
7418.47,16/12/2014
7361.04,17/12/2014
7591.77,18/12/2014
7610.12,19/12/2014
7610.12,20/12/2014
7610.12,21/12/2014
7683.47,22/12/2014
7671.37,23/12/2014
7654.01,24/12/2014
7654.01,25/12/2014
7692.48,26/12/2014
7692.48,27/12/2014
7692.48,28/12/2014
7821.13,29/12/2014
7845.02,30/12/2014
7949.47,31/12/2014
7980.29,01/01/2015
8069.62,02/01/2015
8069.62,03/01/2015
8069.62,04/01/2015
8074.12,05/01/2015
7865.53,06/01/2015
7927.94,07/01/2015
8087.08,08/01/2015
8085.68,09/01/2015
8085.68,10/01/2015
8085.68,11/01/2015
8143.28,12/01/2015
8176.59,13/01/2015
8212.08,14/01/2015
8283.71,15/01/2015
8367.91,16/01/2015
8367.91,17/01/2015
8367.91,18/01/2015
8354.44,19/01/2015
8351.89,20/01/2015
8350.48,21/01/2015
8368.47,22/01/2015
8367.76,23/01/2015
8367.76,24/01/2015
8367.76,25/01/2015
8367.76,26/01/2015
8483.12,27/01/2015
8588.93,28/01/2015
8529.33,29/01/2015
8495.81,30/01/2015
8495.81,31/01/2015
8495.81,01/02/2015
8512.02,02/02/2015
8553.2,03/02/2015
8537.78,04/02/2015
8431.64,05/02/2015
8348.92,06/02/2015
8348.92,07/02/2015
8348.92,08/02/2015
8208.41,09/02/2015
8315.86,10/02/2015
8504.76,11/02/2015
8616.8,12/02/2015
8665.9,13/02/2015
8665.9,14/02/2015
8665.9,15/02/2015
8653.52,16/02/2015
8653.52,17/02/2015
8768.19,18/02/2015
8782.7,19/02/2015
8766.5,20/02/2015
8766.5,21/02/2015
8766.5,22/02/2015
8662.19,23/02/2015
8610.57,24/02/2015
8603.49,25/02/2015
8515.93,26/02/2015
8666.21,27/02/2015
8691.77,28/02/2015
8691.77,01/03/2015
8808.17,02/03/2015
8926.2,03/03/2015
8861.14,04/03/2015
8937.61,05/03/2015
8937.61,06/03/2015
8937.61,07/03/2015
8937.61,08/03/2015
8840.51,09/03/2015
8834.15,10/03/2015
8820.37,11/03/2015
8952.84,12/03/2015
8797.46,13/03/2015
8797.46,14/03/2015
8797.46,15/03/2015
8780.23,16/03/2015
8843.11,17/03/2015
8821.21,18/03/2015
8819.21,19/03/2015
8744.44,20/03/2015
8744.44,21/03/2015
8744.44,22/03/2015
8716.87,23/03/2015
8649.76,24/03/2015
8621.64,25/03/2015
8597.05,26/03/2015
8609.95,27/03/2015
8609.95,28/03/2015
8609.95,29/03/2015
8764.18,30/03/2015
8761.82,31/03/2015
8872.4,01/04/2015
8872.4,02/04/2015
8872.4,03/04/2015
8872.4,04/04/2015
8872.4,05/04/2015
8978.43,06/04/2015
9030.51,07/04/2015
9112.55,08/04/2015
9140.59,09/04/2015
9160.95,10/04/2015
9160.95,11/04/2015
9160.95,12/04/2015
9133.11,13/04/2015
9133.11,14/04/2015
9047.71,15/04/2015
8995.02,16/04/2015
8828.22,17/04/2015
8828.22,18/04/2015
8828.22,19/04/2015
8643.34,20/04/2015
8612.27,21/04/2015
8558.78,22/04/2015
8555.16,23/04/2015
8343.68,24/04/2015
8343.68,25/04/2015
8343.68,26/04/2015
8098.41,27/04/2015
8207.71,28/04/2015
8332.48,29/04/2015
8334.55,30/04/2015
8334.55,01/05/2015
8334.55,02/05/2015
8334.55,03/05/2015
8498.1,04/05/2015
8504.68,05/05/2015
8269.3,06/05/2015
8136.96,07/05/2015
8272.09,08/05/2015
8272.09,09/05/2015
8272.09,10/05/2015
8387.99,11/05/2015
8264.34,12/05/2015
8340.4,13/05/2015
8446.59,14/05/2015
8499.97,15/05/2015
8499.97,16/05/2015
8499.97,17/05/2015
8576.82,18/05/2015
8577.06,19/05/2015
8596.08,20/05/2015
8614.51,21/05/2015
8651.56,22/05/2015
8651.56,23/05/2015
8651.56,24/05/2015
8657.55,25/05/2015
8660.12,26/05/2015
8708.31,27/05/2015
8656.94,28/05/2015
8767.7,29/05/2015
8767.7,30/05/2015
8767.7,31/05/2015
8811.74,01/06/2015
8596.13,02/06/2015
8539.6,03/06/2015
8566.6,04/06/2015
8566.94,05/06/2015
8566.94,06/06/2015
8566.94,07/06/2015
8453.29,08/06/2015
8403.82,09/06/2015
8508.77,10/06/2015
8380.43,11/06/2015
8331.03,12/06/2015
8331.03,13/06/2015
8331.03,14/06/2015
8316.2,15/06/2015
8321.89,16/06/2015
8485.13,17/06/2015
8619.98,18/06/2015
8626.99,19/06/2015
8626.99,20/06/2015
8626.99,21/06/2015
8768.12,22/06/2015
8801.17,23/06/2015
8751.33,24/06/2015
8777.95,25/06/2015
8828.85,26/06/2015
8828.85,27/06/2015
8828.85,28/06/2015
8695.28,29/06/2015
8817.93,30/06/2015
8908.2,01/07/2015
8969.33,02/07/2015
8971.34,03/07/2015
8971.34,04/07/2015
8971.34,05/07/2015
9027.54,06/07/2015
9070.1,07/07/2015
8908.47,08/07/2015
8822.44,09/07/2015
8834.34,10/07/2015
8834.34,11/07/2015
8834.34,12/07/2015
8913.62,13/07/2015
8942.06,14/07/2015
8976.47,15/07/2015
9085.01,16/07/2015
9126.58,17/07/2015
9126.58,18/07/2015
9126.58,19/07/2015
9194.46,20/07/2015
9069.55,21/07/2015
9163.94,22/07/2015
9172.53,23/07/2015
9134.58,24/07/2015
9134.58,25/07/2015
9134.58,26/07/2015
9092.62,27/07/2015
9131.68,28/07/2015
9217.22,29/07/2015
9255.05,30/07/2015
9355.05,31/07/2015
9355.05,01/08/2015
9355.05,02/08/2015
9426.09,03/08/2015
9569.69,04/08/2015
9649.46,05/08/2015
9628.04,06/08/2015
9614.92,07/08/2015
9614.92,08/08/2015
9614.92,09/08/2015
9633.64,10/08/2015
9571.59,11/08/2015
9393.12,12/08/2015
9385.48,13/08/2015
9538.66,14/08/2015
9538.66,15/08/2015
9538.66,16/08/2015
9600.59,17/08/2015
9680.35,18/08/2015
9737.01,19/08/2015
9607.92,20/08/2015
9547.27,21/08/2015
9547.27,22/08/2015
9547.27,23/08/2015
8774.16,24/08/2015
8929.68,25/08/2015
8947.32,26/08/2015
9129.02,27/08/2015
9123.38,28/08/2015
9123.38,29/08/2015
9123.38,30/08/2015
9073.02,31/08/2015
8939.71,01/09/2015
8970.39,02/09/2015
9070.4,03/09/2015
8923.86,04/09/2015
8923.86,05/09/2015
8923.86,06/09/2015
8746.7,07/09/2015
8762.61,08/09/2015
8909.01,09/09/2015
8878.7,10/09/2015
8914.48,11/09/2015
8914.48,12/09/2015
8914.48,13/09/2015
9005.28,14/09/2015
8952.03,15/09/2015
8875.18,16/09/2015
8875.18,17/09/2015
8915.77,18/09/2015
8915.77,19/09/2015
8915.77,20/09/2015
8964.98,21/09/2015
8903.07,22/09/2015
8963.24,23/09/2015
9012.88,24/09/2015
9012.88,25/09/2015
9012.88,26/09/2015
9012.88,27/09/2015
9048.34,28/09/2015
9031.51,29/09/2015
9169.28,30/09/2015
9179.14,01/10/2015
9179.14,02/10/2015
9179.14,03/10/2015
9179.14,04/10/2015
9324.07,05/10/2015
9400.57,06/10/2015
9416.91,07/10/2015
9369.08,08/10/2015
9359.78,09/10/2015
9359.78,10/10/2015
9359.78,11/10/2015
9369.98,12/10/2015
9334.23,13/10/2015
9383.97,14/10/2015
9400.41,15/10/2015
9391.54,16/10/2015
9391.54,17/10/2015
9391.54,18/10/2015
9452.86,19/10/2015
9494.92,20/10/2015
9512.63,21/10/2015
9512.63,22/10/2015
9532.55,23/10/2015
9532.55,24/10/2015
9532.55,25/10/2015
9491.51,26/10/2015
9452.15,27/10/2015
9422.71,28/10/2015
9425.07,29/10/2015
9372.94,30/10/2015
9372.94,31/10/2015
9372.94,01/11/2015
9340.57,02/11/2015
9383.46,03/11/2015
9370.66,04/11/2015
9226.21,05/11/2015
9204.48,06/11/2015
9204.48,07/11/2015
9204.48,08/11/2015
9249.63,09/11/2015
9177.85,10/11/2015
9269.13,11/11/2015
9269.13,12/11/2015
9165.91,13/11/2015
9165.91,14/11/2015
9165.91,15/11/2015
9119.55,16/11/2015
9175.61,17/11/2015
9143.26,18/11/2015
9232.55,19/11/2015
9273.26,20/11/2015
9273.26,21/11/2015
9273.26,22/11/2015
9265.32,23/11/2015
9254.32,24/11/2015
9254.32,25/11/2015
9233.03,26/11/2015
9291.84,27/11/2015
9291.84,28/11/2015
9291.84,29/11/2015
9252.16,30/11/2015
9294.01,01/12/2015
9293.31,02/12/2015
9216.34,03/12/2015
9199.14,04/12/2015
9199.14,05/12/2015
9199.14,06/12/2015
9193.01,07/12/2015
9130.69,08/12/2015
9015.88,09/12/2015
9062.14,10/12/2015
8999.2,11/12/2015
8999.2,12/12/2015
8999.2,13/12/2015
8954.47,14/12/2015
9026.7,15/12/2015
9031.43,16/12/2015
9151.29,17/12/2015
9134.43,18/12/2015
9134.43,19/12/2015
9134.43,20/12/2015
9157.06,21/12/2015
9139.39,22/12/2015
9179.91,23/12/2015
9178.12,24/12/2015
9178.12,25/12/2015
9178.12,26/12/2015
9178.12,27/12/2015
9229.72,28/12/2015
9238.1,29/12/2015
9250.8,30/12/2015
9276.17,31/12/2015
9320.48,01/01/2016
9320.48,02/01/2016
9320.48,03/01/2016
9271.17,04/01/2016
9350.8,05/01/2016
9346.11,06/01/2016
9197.6,07/01/2016
9253.43,08/01/2016
9253.43,09/01/2016
9253.43,10/01/2016
9207.84,11/01/2016
9170.03,12/01/2016
9085.65,13/01/2016
8993.07,14/01/2016
8767.28,15/01/2016
8767.28,16/01/2016
8767.28,17/01/2016
8521.5,18/01/2016
8625.47,19/01/2016
8462.24,20/01/2016
8494.67,21/01/2016
8656.81,22/01/2016
8656.81,23/01/2016
8656.81,24/01/2016
8746.1,25/01/2016
8746.1,26/01/2016
8750.42,27/01/2016
8745.83,28/01/2016
8856.07,29/01/2016
8856.07,30/01/2016
8856.07,31/01/2016
8901.42,01/02/2016
8828.63,02/02/2016
8692.1,03/02/2016
8661.73,04/02/2016
8778.12,05/02/2016
8778.12,06/02/2016
8778.12,07/02/2016
8760.3,08/02/2016
8655.59,09/02/2016
8582.33,10/02/2016
8278.17,11/02/2016
8220.99,12/02/2016
8220.99,13/02/2016
8220.99,14/02/2016
8460.1,15/02/2016
8274.26,16/02/2016
8301.93,17/02/2016
8364.42,18/02/2016
8365.74,19/02/2016
8365.74,20/02/2016
8365.74,21/02/2016
8395.68,22/02/2016
8295.75,23/02/2016
8213.73,24/02/2016
8124.82,25/02/2016
8088.97,26/02/2016
8088.97,27/02/2016
8088.97,28/02/2016
8115.76,29/02/2016
8310.42,01/03/2016
8429.59,02/03/2016
8504.67,03/03/2016
8548.87,04/03/2016
8548.87,05/03/2016
8548.87,06/03/2016
8548.87,07/03/2016
8559.57,08/03/2016
8563.18,09/03/2016
8556.24,10/03/2016
8541.69,11/03/2016
8541.69,12/03/2016
8541.69,13/03/2016
8571.02,14/03/2016
8471.09,15/03/2016
8363.93,16/03/2016
8389.38,17/03/2016
8464.81,18/03/2016
8464.81,19/03/2016
8464.81,20/03/2016
8582.04,21/03/2016
8615.79,22/03/2016
8633.05,23/03/2016
8633.05,24/03/2016
8633.05,25/03/2016
8633.05,26/03/2016
8633.05,27/03/2016
8527.69,28/03/2016
8516.72,29/03/2016
8663.99,30/03/2016
8766.38,31/03/2016
8789.12,01/04/2016
8789.12,02/04/2016
8789.12,03/04/2016
8818.3,04/04/2016
8774.07,05/04/2016
8814,06/04/2016
8775.41,07/04/2016
8845.23,08/04/2016
8845.23,09/04/2016
8845.23,10/04/2016
8947.21,11/04/2016
9026.16,12/04/2016
9092.87,13/04/2016
9092.87,14/04/2016
9092.87,15/04/2016
9092.87,16/04/2016
9092.87,17/04/2016
9232.31,18/04/2016
9232.31,19/04/2016
9257.99,20/04/2016
9178.03,21/04/2016
9163.43,22/04/2016
9163.43,23/04/2016
9163.43,24/04/2016
9121.84,25/04/2016
9192.15,26/04/2016
9218.98,27/04/2016
9149.62,28/04/2016
9178.88,29/04/2016
9178.88,30/04/2016
9178.88,01/05/2016
9216.85,02/05/2016
9183.28,03/05/2016
9158.99,04/05/2016
9145.41,05/05/2016
9130.87,06/05/2016
9130.87,07/05/2016
9130.87,08/05/2016
9248.6,09/05/2016
9249.29,10/05/2016
9202.9,11/05/2016
9265.82,12/05/2016
9266.53,13/05/2016
9266.53,14/05/2016
9266.53,15/05/2016
9268.07,16/05/2016
9306.47,17/05/2016
9321.33,18/05/2016
9205.12,19/05/2016
9153.15,20/05/2016
9153.15,21/05/2016
9153.15,22/05/2016
9139.61,23/05/2016
9099.86,24/05/2016
9179.19,25/05/2016
9217.68,26/05/2016
9271.65,27/05/2016
9271.65,28/05/2016
9271.65,29/05/2016
9346.18,30/05/2016
9336.81,31/05/2016
9327.52,01/06/2016
9410.65,02/06/2016
9337.38,03/06/2016
9337.38,04/06/2016
9337.38,05/06/2016
9333.93,06/06/2016
9380.4,07/06/2016
9388.99,08/06/2016
9356.05,09/06/2016
9335.17,10/06/2016
9335.17,11/06/2016
9335.17,12/06/2016
9290.55,13/06/2016
9350.16,14/06/2016
9375.14,15/06/2016
9345.23,16/06/2016
9374.01,17/06/2016
9374.01,18/06/2016
9374.01,19/06/2016
9417.45,20/06/2016
9441.61,21/06/2016
9436.02,22/06/2016
9439.83,23/06/2016
9365.57,24/06/2016
9365.57,25/06/2016
9365.57,26/06/2016
9443.08,27/06/2016
9486.46,28/06/2016
9576.61,29/06/2016
9659.7,30/06/2016
9712.25,01/07/2016
9712.25,02/07/2016
9712.25,03/07/2016
9779.17,04/07/2016
9769.16,05/07/2016
9769.16,06/07/2016
9772.33,07/07/2016
9780.83,08/07/2016
9780.83,09/07/2016
9780.83,10/07/2016
9877.99,11/07/2016
9861.44,12/07/2016
9793.28,13/07/2016
9815.83,14/07/2016
9754.69,15/07/2016
9754.69,16/07/2016
9754.69,17/07/2016
9689.24,18/07/2016
9716.96,19/07/2016
9817.12,20/07/2016
9792.31,21/07/2016
9905.56,22/07/2016
9905.56,23/07/2016
9905.56,24/07/2016
9968.59,25/07/2016
9940.07,26/07/2016
10005.4,27/07/2016
10077.19,28/07/2016
10141.68,29/07/2016
10141.68,30/07/2016
10141.68,31/07/2016
10208.26,01/08/2016
10142.65,02/08/2016
10032.24,03/08/2016
10078.15,04/08/2016
10182.88,05/08/2016
10182.88,06/08/2016
10182.88,07/08/2016
10247.01,08/08/2016
10221.51,09/08/2016
10102.99,10/08/2016
10123.12,11/08/2016
10178.01,12/08/2016
10178.01,13/08/2016
10178.01,14/08/2016
10178.01,15/08/2016
10204.18,16/08/2016
10267.58,17/08/2016
10403.16,18/08/2016
10496.44,19/08/2016
10496.44,20/08/2016
10496.44,21/08/2016
10413.85,22/08/2016
10368.62,23/08/2016
10405.03,24/08/2016
10389.77,25/08/2016
10412.13,26/08/2016
10412.13,27/08/2016
10412.13,28/08/2016
10435.09,29/08/2016
10554.12,30/08/2016
10575.44,31/08/2016
10549.8,01/09/2016
10554.52,02/09/2016
10554.52,03/09/2016
10554.52,04/09/2016
10554.52,05/09/2016
10732.97,06/09/2016
10688.37,07/09/2016
10735.42,08/09/2016
10659.55,09/09/2016
10659.55,10/09/2016
10659.55,11/09/2016
10422.49,12/09/2016
10422.49,13/09/2016
10545.13,14/09/2016
10569.97,15/09/2016
10594.9,16/09/2016
10594.9,17/09/2016
10594.9,18/09/2016
10595.7,19/09/2016
10557.53,20/09/2016
10576.69,21/09/2016
10709.77,22/09/2016
10775.01,23/09/2016
10775.01,24/09/2016
10775.01,25/09/2016
10729.89,26/09/2016
10754.96,27/09/2016
10812.15,28/09/2016
10546.21,29/09/2016
10782.05,30/09/2016
10782.05,01/10/2016
10782.05,02/10/2016
11092.75,03/10/2016
11209.26,04/10/2016
11248.57,05/10/2016
11200.34,06/10/2016
11170.31,07/10/2016
11170.31,08/10/2016
11170.31,09/10/2016
11168.19,10/10/2016
11168.19,11/10/2016
11168.19,12/10/2016
11074.05,13/10/2016
11254.61,14/10/2016
11254.61,15/10/2016
11254.61,16/10/2016
11147.15,17/10/2016
11277.07,18/10/2016
11291.73,19/10/2016
11264.63,20/10/2016
11279.39,21/10/2016
11279.39,22/10/2016
11279.39,23/10/2016
11255.53,24/10/2016
11198.89,25/10/2016
11085.64,26/10/2016
11020.87,27/10/2016
11158.2,28/10/2016
11158.2,29/10/2016
11221.71,30/10/2016
11221.71,31/10/2016
11180.43,01/11/2016
10970.76,02/11/2016
10829.29,03/11/2016
10661.29,04/11/2016
10661.29,05/11/2016
10661.29,06/11/2016
10743.72,07/11/2016
10787.03,08/11/2016
10468.14,09/11/2016
10579.58,10/11/2016
10079.47,11/11/2016
10079.47,12/11/2016
10079.47,13/11/2016
10079.47,14/11/2016
9620.93,15/11/2016
9627.79,16/11/2016
9594.51,17/11/2016
9591.76,18/11/2016
9591.76,19/11/2016
9591.76,20/11/2016
9313.87,21/11/2016
9474.49,22/11/2016
9618.12,23/11/2016
9552.7,24/11/2016
9738.43,25/11/2016
9738.43,26/11/2016
9738.43,27/11/2016
9804.45,28/11/2016
9952.71,29/11/2016
10077.98,30/11/2016
10011.14,01/12/2016
9814.35,02/12/2016
9814.35,03/12/2016
9814.35,04/12/2016
9858.53,05/12/2016
9888.83,06/12/2016
9868.62,07/12/2016
10018.6,08/12/2016
10031.37,09/12/2016
10031.37,10/12/2016
10031.37,11/12/2016
9855.73,12/12/2016
9759.51,13/12/2016
9671.76,14/12/2016
9711.74,15/12/2016
9691.01,16/12/2016
9691.01,17/12/2016
9691.01,18/12/2016
9695.7,19/12/2016
9592.55,20/12/2016
9594.28,21/12/2016
9502.61,22/12/2016
9526.25,23/12/2016
9526.25,24/12/2016
9526.25,25/12/2016
9259.45,26/12/2016
9440.24,27/12/2016
9541.06,28/12/2016
9675.49,29/12/2016
9737.65,30/12/2016
9737.65,31/12/2016
9737.65,01/01/2017
9847.25,02/01/2017
9942.07,03/01/2017
9956.93,04/01/2017
10035.46,05/01/2017
10009.98,06/01/2017
10009.98,07/01/2017
10009.98,08/01/2017
10078.19,09/01/2017
10100.83,10/01/2017
10231.95,11/01/2017
10251.65,12/01/2017
10263.83,13/01/2017
10263.83,14/01/2017
10263.83,15/01/2017
10304.81,16/01/2017
10360.64,17/01/2017
10433,18/01/2017
10475.62,19/01/2017
10330.13,20/01/2017
10330.13,21/01/2017
10330.13,22/01/2017
10403.69,23/01/2017
10584.08,24/01/2017
10779.83,25/01/2017
10779.83,26/01/2017
10880,27/01/2017
10880,28/01/2017
10880,29/01/2017
10807.58,30/01/2017
10727.78,31/01/2017
10995.71,01/02/2017
11126.02,02/02/2017
11210.18,03/02/2017
11210.18,04/02/2017
11210.18,05/02/2017
11330.91,06/02/2017
11286.06,07/02/2017
11298.67,08/02/2017
11303.91,09/02/2017
11341.71,10/02/2017
11341.71,11/02/2017
11341.71,12/02/2017
11260.89,13/02/2017
11259.05,14/02/2017
11127.52,15/02/2017
11342.94,16/02/2017
11400.25,17/02/2017
11400.25,18/02/2017
11400.25,19/02/2017
11447.36,20/02/2017
11511.32,21/02/2017
11450.85,22/02/2017
11469.16,23/02/2017
11469.16,24/02/2017
11469.16,25/02/2017
11469.16,26/02/2017
11502.86,27/02/2017
11517.51,28/02/2017
11517.72,01/03/2017
11319.73,02/03/2017
11379.22,03/03/2017
11379.22,04/03/2017
11379.22,05/03/2017
11426.84,06/03/2017
11434.4,07/03/2017
11402.89,08/03/2017
11360.2,09/03/2017
11323.55,10/03/2017
11323.55,11/03/2017
11323.55,12/03/2017
11323.55,13/03/2017
11509.53,14/03/2017
11579.87,15/03/2017
11710.88,16/03/2017
11744.73,17/03/2017
11744.73,18/03/2017
11744.73,19/03/2017
11785.36,20/03/2017
11772.64,21/03/2017
11624.65,22/03/2017
11718.09,23/03/2017
11714.72,24/03/2017
11714.72,25/03/2017
11714.72,26/03/2017
11724.25,27/03/2017
11814.53,28/03/2017
11915.45,29/03/2017
11946.15,30/03/2017
12050.45,31/03/2017
12050.45,01/04/2017
12050.45,02/04/2017
12142.95,03/04/2017
12142.95,04/04/2017
12220.45,05/04/2017
12187.71,06/04/2017
12147.66,07/04/2017
12147.66,08/04/2017
12147.66,09/04/2017
12201.12,10/04/2017
12284.03,11/04/2017
12203.87,12/04/2017
12171.57,13/04/2017
12171.57,14/04/2017
12171.57,15/04/2017
12171.57,16/04/2017
12256.05,17/04/2017
12235.55,18/04/2017
12304.14,19/04/2017
12469.22,20/04/2017
12405.15,21/04/2017
12405.15,22/04/2017
12405.15,23/04/2017
12499,24/04/2017
12628.49,25/04/2017
12591.4,26/04/2017
12551.63,27/04/2017
12642.7,28/04/2017
12642.7,29/04/2017
12642.7,30/04/2017
12642.7,01/05/2017
12733.32,02/05/2017
12689.11,03/05/2017
12747.45,04/05/2017
12668.87,05/05/2017
12668.87,06/05/2017
12668.87,07/05/2017
12758.49,08/05/2017
12803.64,09/05/2017
12865.3,10/05/2017
12908.42,11/05/2017
12781.89,12/05/2017
12781.89,13/05/2017
12781.89,14/05/2017
12952.91,15/05/2017
12979.05,16/05/2017
12948.31,17/05/2017
12698.11,18/05/2017
12573.9,19/05/2017
12573.9,20/05/2017
12573.9,21/05/2017
12429.22,22/05/2017
12271.8,23/05/2017
12161.89,24/05/2017
12400.46,25/05/2017
12581.92,26/05/2017
12581.92,27/05/2017
12581.92,28/05/2017
12413.12,29/05/2017
12561.09,30/05/2017
12690.59,31/05/2017
12865.98,01/06/2017
12921.05,02/06/2017
12921.05,03/06/2017
12921.05,04/06/2017
12991.2,05/06/2017
12896.58,06/06/2017
13009.43,07/06/2017
13075.12,08/06/2017
13167.24,09/06/2017
13167.24,10/06/2017
13167.24,11/06/2017
13091.3,12/06/2017
13125.8,13/06/2017
13199.89,14/06/2017
13252.96,15/06/2017
13272.22,16/06/2017
13272.22,17/06/2017
13272.22,18/06/2017
13227.28,19/06/2017
13231.21,20/06/2017
13250.26,21/06/2017
13158.4,22/06/2017
12947.46,23/06/2017
12947.46,24/06/2017
12947.46,25/06/2017
12947.46,26/06/2017
12727.22,27/06/2017
12774.84,28/06/2017
12884.47,29/06/2017
12981.58,30/06/2017
12981.58,01/07/2017
12981.58,02/07/2017
13103.78,03/07/2017
13087.43,04/07/2017
13206.39,05/07/2017
13253.91,06/07/2017
13247.58,07/07/2017
13247.58,08/07/2017
13247.58,09/07/2017
13284.98,10/07/2017
13219.25,11/07/2017
13366.88,12/07/2017
13433.4,13/07/2017
13462.86,14/07/2017
13462.86,15/07/2017
13462.86,16/07/2017
13478.78,17/07/2017
13407.69,18/07/2017
13501.98,19/07/2017
13500.35,20/07/2017
13438.88,21/07/2017
13438.88,22/07/2017
13438.88,23/07/2017
13449.72,24/07/2017
13510.2,25/07/2017
13542.88,26/07/2017
13532.26,27/07/2017
13589.76,28/07/2017
13589.76,29/07/2017
13589.76,30/07/2017
13630.86,31/07/2017
13650.08,01/08/2017
13710.06,02/08/2017
13591.75,03/08/2017
13555.7,04/08/2017
13555.7,05/08/2017
13555.7,06/08/2017
13711.34,07/08/2017
13589.21,08/08/2017
13311.06,09/08/2017
12857.16,10/08/2017
12830.27,11/08/2017
12830.27,12/08/2017
12830.27,13/08/2017
13189.13,14/08/2017
13189.13,15/08/2017
13370.51,16/08/2017
13384.8,17/08/2017
13306.41,18/08/2017
13306.41,19/08/2017
13306.41,20/08/2017
13178.76,21/08/2017
13084.4,22/08/2017
13271.16,23/08/2017
13367.33,24/08/2017
13367.33,25/08/2017
13367.33,26/08/2017
13367.33,27/08/2017
13539.83,28/08/2017
13453.1,29/08/2017
13646.72,30/08/2017
13730.18,31/08/2017
13863.28,01/09/2017
13863.28,02/09/2017
13863.28,03/09/2017
13759.82,04/09/2017
13910.63,05/09/2017
13926.38,06/09/2017
14021.51,07/09/2017
14019.61,08/09/2017
14019.61,09/09/2017
14019.61,10/09/2017
14120.04,11/09/2017
14287.85,12/09/2017
14188.33,13/09/2017
14297,14/09/2017
14419.28,15/09/2017
14419.28,16/09/2017
14419.28,17/09/2017
14590.18,18/09/2017
14628.7,19/09/2017
14531.37,20/09/2017
14504.92,21/09/2017
14101.51,22/09/2017
14101.51,23/09/2017
14101.51,24/09/2017
13868.48,25/09/2017
13983.52,26/09/2017
13723.13,27/09/2017
13853.5,28/09/2017
13968.92,29/09/2017
13968.92,30/09/2017
13968.92,01/10/2017
13968.92,02/10/2017
14086.66,03/10/2017
14167.05,04/10/2017
14265.85,05/10/2017
14410.45,06/10/2017
14410.45,07/10/2017
14410.45,08/10/2017
14406.31,09/10/2017
14576.2,10/10/2017
14442.49,11/10/2017
14621.45,12/10/2017
14617.58,13/10/2017
14617.58,14/10/2017
14617.58,15/10/2017
14713.07,16/10/2017
14821.47,17/10/2017
14876,18/10/2017
14778.85,19/10/2017
14778.85,20/10/2017
14778.85,21/10/2017
14778.85,22/10/2017
14865.83,23/10/2017
14884.6,24/10/2017
14758.92,25/10/2017
14853.46,26/10/2017
14868.28,27/10/2017
14868.28,28/10/2017
14868.28,29/10/2017
15061.68,30/10/2017
15131.81,31/10/2017
15120.82,01/11/2017
15140.45,02/11/2017
15208.61,03/11/2017
15208.61,04/11/2017
15208.61,05/11/2017
15251.93,06/11/2017
15092.73,07/11/2017
14990.74,08/11/2017
15156.36,09/11/2017
15217.36,10/11/2017
15217.36,11/11/2017
15217.36,12/11/2017
15218.26,13/11/2017
15195.59,14/11/2017
15069.19,15/11/2017
15240.5,16/11/2017
15382.89,17/11/2017
15382.89,18/11/2017
15382.89,19/11/2017
15526.7,20/11/2017
15552.15,21/11/2017
15555.94,22/11/2017
15568.86,23/11/2017
15629.77,24/11/2017
15629.77,25/11/2017
15629.77,26/11/2017
15709.41,27/11/2017
15721.8,28/11/2017
15634.17,29/11/2017
15647.6,30/11/2017
15494.4,01/12/2017
15494.4,02/12/2017
15494.4,03/12/2017
15602.8,04/12/2017
15696.86,05/12/2017
15570.46,06/12/2017
15791.71,07/12/2017
15953.5,08/12/2017
15953.5,09/12/2017
15953.5,10/12/2017
16007.32,11/12/2017
15868.1,12/12/2017
15757.21,13/12/2017
15757.54,14/12/2017
15981.76,15/12/2017
15981.76,16/12/2017
15981.76,17/12/2017
16102.64,18/12/2017
16307.49,19/12/2017
16372.31,20/12/2017
16539.88,21/12/2017
16592.35,22/12/2017
16592.35,23/12/2017
16592.35,24/12/2017
16592.35,25/12/2017
16721.41,26/12/2017
16632.69,27/12/2017
16648.29,28/12/2017
16832.32,29/12/2017
16832.32,30/12/2017
16832.32,31/12/2017
16779.72,01/01/2018
16661.03,02/01/2018
16749.64,03/01/2018
16852.78,04/01/2018
16958.13,05/01/2018
16958.13,06/01/2018
16958.13,07/01/2018
17088.01,08/01/2018
17107.37,09/01/2018
17043.37,10/01/2018
17073.49,11/01/2018
17087.71,12/01/2018
